sample_date,sample_time,sampling_site,air_temperature,weather,wind_direction,wind_speed,barometeric_pressure,water_temperature,ph,dissolved_oxygen,conductivity,total_dissolved_solids,salt_ppt,aphanizomenon,dolichospermum,microcystis,planktothrix,raphidiopsis,woronichinia,general_comments,secchi
2025-05-29,14:10:00,Site #2 - Heritage Boat Launch,17.2,Mostly Cloudy,NW,0-5,763,20.2,8.2,9.3,101.2,50.6,0.04,No,No,No,No,No,No,"Secchi 145 cm. Centri & Pennate Diatoms, Eudorina& Rotifer.",
2025-05-29,14:04:00,Site #3 - Lacamas Shores Boat Launch,16.2,Mostly Cloudy,No wind,0-5,768,19.2,8.2,8.4,99.6,49.8,0.04,No,No,No,No,No,No,No targets. Depth at 4' & Secchi 4' hit bottom.,
2022-01-27,12:30:00,Site #1 - East Boat Launch,10.4,Sunny,E,0-5,771,2,9.6,9.2,46,24,,No,No,No,No,No,,No target species found in protocol sample.,
2025-06-05,11:53:00,Site #2 - Heritage Boat Launch,17.7,Mostly Cloudy,N,0-5,760,19.8,8.61,10.2,103.1,51.7,0.04,No,No,No,No,No,No,"Centric, Dinoflg, & Flagaril Secchi 130cm",
2025-06-05,10:00:00,Site #4 - Round Lake,15,Partly Cloudy,No wind,0-5,759.5,20.2,6.62,13.4,101.3,50.6,,No,No,No,No,No,Yes,Water Level still high,
2025-06-05,12:35:00,Site #5 - Fallen Leaf Lake,18.3,Mostly Cloudy,NW,0-5,772,21.7,7.9,8.5,85.6,43.3,0.04,No,No,No,No,No,No,"Trawl has elevated, Fraga, Astro, & 1 Woronichinia",
2025-06-06,11:30:00,Site #3 - Lacamas Shores Boat Launch,24.4,Sunny,W,5-10,762.7,21.7,7.5,10.3,103.5,57.8,0.05,Yes,No,No,No,No,No,Pennate & Flagilaria Secchi 1.2 meter,
2022-01-20,14:10:00,Site #1 - East Boat Launch,15,Partly Cloudy,W,0-5,769,7,9.3,11.4,48,24,,No,No,No,No,No,,No target species found in protocol sample.,
2025-06-12,12:05:00,Site #2 - Heritage Boat Launch,17,Partly Cloudy,NE,5-10,760,22.9,9.2,10.3,106.3,53.1,0.05,No,Yes,No,No,No,No,"Secchi 150cm.  Centric, Pennate, Dinoflag, RotiferFrag, Volv in trawl",
2025-06-12,11:45:00,Site #4 - Round Lake,8.3,Cloudy,No wind,0-5,758.9,22,6.1,7.8,102.4,51.2,0.05,No,No,No,No,No,Yes,Water appears clear. No scum,
2025-06-12,13:10:00,Site #5 - Fallen Leaf Lake,17.8,Cloudy,No wind,0-5,790,23.9,,9.9,86.7,43.3,0.04,No,No,No,No,No,No,Trawl is full. Fragilia elevated.,
2025-06-19,11:25:00,Site #2 - Heritage Boat Launch,17.2,Partly Cloudy,NE,5-10,756.4,21.4,7.8,8.7,105.6,52.8,0.05,No,Yes,Yes,No,No,No,"Secchi 2.25m, Dinofl& Pennate noted. Trawl had Woron, Dolicio,Plankto, flagiliaria",
2025-06-19,15:10:00,Site #3 - Lacamas Shores Boat Launch,21,Partly Cloudy,NW,10-15,754.8,21.4,8.52,7.9,106.9,53.4,0.05,No,Yes,Yes,No,No,No,Depth 4' & Secchi same. Ciliates noted.  Trawl had elevated toxins,
2025-06-19,5:00:00,Site #4 - Round Lake,22.6,Mostly Cloudy,E,0-5,756.1,22.5,7.8,8.3,101.5,54.2,0.05,No,No,No,No,No,No,Water still high & clear. No scum,
2025-06-19,13:30:00,Site #5 - Fallen Leaf Lake,23,Partly Cloudy,No wind,0-5,761,22.6,,9.7,86.7,43.4,0.05,No,No,No,No,No,Yes,"Trawl had elevated woro, micro & other cyano",
2022-01-13,12:40:00,Site #1 - East Boat Launch,11,Rain,S,0-5,767,5,9.7,10.1,40,20,,No,No,No,No,No,,No target species identified in protocol sample.,
2025-06-27,11:40:00,Site #2 - Heritage Boat Launch,17.9,Mostly Cloudy,NW,0-5,760,20.7,6.5,9.4,108.5,54.3,0.05,No,No,No,No,No,Yes,"Depth at dock 5 meters, Secchi @ 3.5 meters",
2025-06-27,11:15:00,Site #3 - Lacamas Shores Boat Launch,12,Mostly Cloudy,NW,0-5,759.4,19.8,8.4,6.9,108.8,54.4,0.05,No,Yes,Yes,No,No,No,Depth at dock 4'.  Secchi visible at bottom.,
2025-06-27,13:45:00,Site #4 - Round Lake,20,Mostly Cloudy,NW,0-5,758.4,21.8,5.84,6.8,108.7,51.2,0.05,No,No,Yes,No,No,Yes,Water level high.,
2025-06-26,13:10:00,Site #5 - Fallen Leaf Lake,23,Mostly Cloudy,NW,0-5,764.5,20.9,,8.9,86.6,42.9,0.04,No,Yes,Yes,No,No,No,Scum present,
2022-01-06,9:40:00,Site #1 - East Boat Launch,11.4,Rain,SW,0-5,757,5,9.9,8.9,40,20,,No,No,No,No,No,,No target species found in protocol sample.,
2025-07-03,11:25:00,Site #2 - Heritage Boat Launch,18.9,Sunny,N,0-5,758.9,23.1,8.4,8.9,112.2,56.2,0.05,No,Yes,No,No,No,Yes,"Diatoms noted. Secchi 170cm Fragilaira in trawl with Micro, Dolicho & Woronich",
2025-07-03,11:30:00,Site #3 - Lacamas Shores Boat Launch,18,Sunny,NW,5-10,757.2,22.2,8.5,9.5,109.9,54.9,0.05,No,Yes,Yes,No,No,No,"Diatoms, Dinoflag, other, ciliates noted. Secchi 4 ftm disk on bottom and visible.",
2025-07-03,12:03:00,Site #5 - Fallen Leaf Lake,21.4,Sunny,N,0-5,763.7,23.9,8.1,9.3,86.3,42.7,0.04,No,No,No,No,No,No,"Diatoms noted. Trawl - microcy, dinflag, Dolchio, Fragi,etc",
2021-12-30,11:20:00,Site #1 - East Boat Launch,8.2,Rain,S,0-5,753,1.2,9.7,9,44,22,,No,No,No,No,No,,No target species found in protocol sampl.,
2025-07-10,11:50:00,Site #2 - Heritage Boat Launch,18.9,Partly Cloudy,N,0-5,764,24.2,8.2,7.6,115.5,57.7,0.05,No,Yes,No,No,No,No,"Secchi 160cm, Trawl: Woronich, Dolicho, Aphaniz & Microcystis",
2025-07-10,13:00:00,Site #5 - Fallen Leaf Lake,25.6,Sunny,N,0-5,756.2,26.3,8.9,6.9,87.7,43.9,0.05,No,No,No,No,No,No,"Trawl:  Dolico, Micro & Woronich",
2021-12-23,10:45:00,Site #1 - East Boat Launch,9.7,Partly Cloudy,SW,0-5,751,4.2,9,9.2,50,48,,No,No,No,No,No,,No target species found in protocol sample.,
2025-07-17,14:40:00,Site #2 - Heritage Boat Launch,27.8,Sunny,N,5-10,755,25.3,7.8,9,119.4,59.7,0.05,No,Yes,No,No,No,N,"Secchi 150cm, Dolcio elevated, Trawl: Aphan U Micro",
2025-07-17,10:17:00,Site #3 - Lacamas Shores Boat Launch,21,Sunny,W,0-5,755.2,24.7,7.6,6.4,117.8,58.9,0.06,No,Yes,Yes,No,No,N,"Water depth from dock 4.5', secchi visible at bottom. Other cyanos noted",
2025-07-17,15:20:00,Site #4 - Round Lake,28,Sunny,SE,0-5,758,26.6,6.2,6,96.5,48.3,0.04,No,Yes,No,Yes,No,Yes,Water Level high.,
2025-07-17,13:15:00,Site #5 - Fallen Leaf Lake,26.7,Sunny,NW,0-5,733.2,27.8,8.7,6.6,88.6,44.6,0.04,No,No,No,No,No,No,"Trawl: Dolico, Microc, Flagil, dinofl",
2021-12-16,10:10:00,Site #1 - East Boat Launch,9.5,Cloudy,S,0-5,762,4,9.3,8.7,50,,,No,No,No,No,No,,No target species located in protocol sample.,
2025-07-24,5:55:00,Site #2 - Heritage Boat Launch,27.7,Sunny,W,0-5,766.8,26.4,6.8,10.2,120.5,60.4,0.06,No,Yes,No,No,No,Yes,Secchi 160cm. Dolico & Worich in trawl,
2025-07-24,11:15:00,Site #3 - Lacamas Shores Boat Launch,22,Sunny,W,0-5,759.1,24.3,8.3,6.8,119.7,59.8,0.05,No,No,No,No,No,Yes,Secchi 3.6',
2025-07-24,11:30:00,Site #4 - Round Lake,24,Sunny,No wind,0-5,763,24.9,7.63,6.4,119.3,59,0.06,No,Yes,No,Yes,No,Yes,Notable increase in pH this week.,
2025-07-24,12:15:00,Site #5 - Fallen Leaf Lake,23.3,Sunny,W,0-5,764.2,25.2,8.54,5.8,89.4,44.5,0.04,No,No,No,No,No,No,"Trawl: Dolic, plankto, Penne, Dino, Cilates, other",
2021-12-09,9:54:00,Site #1 - East Boat Launch,8.4,Mostly Cloudy,SW,0-5,761,5,8.9,5.6,60,30,,No,No,No,No,No,,No target species found in protocol sample.,
2025-07-31,14:40:00,Site #2 - Heritage Boat Launch,22.2,Partly Cloudy,E,0-5,760,24.9,8.7,9.2,123.5,61.8,0.05,Yes,Yes,No,No,No,Yes,"Secchi 110cm, Elevated levels of targets in Protocol & trawl",
2025-07-31,11:20:00,Site #3 - Lacamas Shores Boat Launch,21,Mostly Cloudy,W,0-5,758.5,23.6,8.6,6.2,120.8,60.4,0.04,No,No,Yes,No,No,No,Secchi 4' & hit bottom.  Trawl had all targets.,
2025-07-31,11:06:00,Site #5 - Fallen Leaf Lake,24.6,Mostly Cloudy,W,0-5,769.7,23.2,6.7,14.6,88.9,44.2,0.04,No,No,No,No,No,Yes,Very small Wori. No trawl sample,
2021-12-02,12:00:00,Site #1 - East Boat Launch,12.2,Cloudy,W,0-5,769.7,9,9.3,6.4,68,33,,No,No,No,No,No,,No target species located. Lake is full.,
2025-08-07,14:45:00,Site #2 - Heritage Boat Launch,21.1,Partly Cloudy,SW,0-5,764,22.4,8.4,9.1,124.6,62.3,0.05,No,Yes,No,No,No,No,Secchi 110 cm Pennate Diatoms noted,
2025-08-07,11:30:00,Site #3 - Lacamas Shores Boat Launch,18,Partly Cloudy,W,0-5,762.1,22.1,8.6,6.9,122.7,61.4,0.06,Yes,Yes,Yes,Yes,No,No,"Secchi 4', barely visible. Ciliates noted.",
2025-08-08,14:43:00,Site #4 - Round Lake,23.9,Sunny,SW,0-5,771.6,23.8,8.3,14.4,117.2,58.6,0.06,Yes,Yes,Yes,No,No,No,Level high and murky. Targets beginning to elevate. Trawl was elevated.,
2025-08-07,12:40:00,Site #5 - Fallen Leaf Lake,24.1,Partly Cloudy,S,0-5,765.2,23.1,8.6,7.2,89.4,44.7,0.05,No,Yes,No,No,No,No,"Trawl elevated Aphanan, Dolico & microsystis",
2021-11-24,10:15:00,Site #1 - East Boat Launch,10.8,Partly Cloudy,W,0-5,773,6,9.2,7.1,64,32,,No,No,No,No,No,,No target species identified in protocol sample,
2025-08-14,11:16:00,Site #2 - Heritage Boat Launch,20,Mostly Cloudy,N,0-5,760,24.6,8.4,7.9,127.7,63.9,0.05,No,Yes,No,No,No,No,"Dolcio 11/64.Secchi 100 cm Centric, Pennate & dinoflag in Protocol",
2025-08-16,16:25:00,Site #3 - Lacamas Shores Boat Launch,24,Mostly Cloudy,NW,5-10,757.5,24.1,8.2,6.6,123.8,61.8,0.06,Yes,Elevated,Yes,Yes,No,No,Water Depth 4'.  Secchi 1'  Ciliates noted,
2025-08-14,12:44:00,Site #5 - Fallen Leaf Lake,24.9,Cloudy,NW,0-5,763.9,25.2,8.2,6.1,90.5,45.3,0.04,No,Yes,No,No,No,No,Other targets in trawl,
2025-08-15,4:54:00,Site #4 - Round Lake,24,Cloudy,W,0-5,761.2,24.3,8.2,6.4,126.7,62.7,0.06,Yes,Yes,No,Yes,No,No,Water level still high.  No other cyanos,
2021-11-18,14:50:00,Site #1 - East Boat Launch,10.9,Rain,S,5-10,757,6.2,9.1,6.6,68,33,,No,No,No,No,No,,Lake is filling up. No target species found in protocol sample.,
2025-08-21,12:16:00,Site #2 - Heritage Boat Launch,22.8,Sunny,NW,0-5,761,23.4,8,7.7,129.2,64.6,0.06,No,Yes,No,No,No,No,"Secchi 170cm Dolico 6/64. Trawl had Aphaniz, dolico, Microc, Woron",
2021-05-06,9:57:00,Site #2 - Heritage Boat Launch,17,Mostly Cloudy,,0-5,,16.3,9.01,7.5,,48,,No,No,No,No,No,,,
2021-11-11,11:15:00,Site #1 - East Boat Launch,14.5,Rain,S,0-5,767,9.2,9.5,5.4,90,44,,No,No,No,No,No,,Heavy rain. No target species identified in protocol sample.,
2021-05-14,14:30:00,Site #3 - Lacamas Shores Boat Launch,25,Sunny,NE,0-5,756.6,20.5,8.8,10,104,52,,No,No,No,No,No,,,
2021-05-20,13:00:00,Site #3 - Lacamas Shores Boat Launch,16,Cloudy,S,0-5,1020,16.6,9.2,8,8,53,,No,No,Yes,No,No,,I had 4 pix of Microcystis but program would only allow one pix to be uploaded,
2021-05-21,13:20:00,Site #2 - Heritage Boat Launch,12.2,Mostly Cloudy,,0-5,,16.3,8.78,5.9,,52,,No,No,No,No,No,,,
2021-05-21,9:30:00,Site #3 - Lacamas Shores Boat Launch,8,Cloudy,N,0-5,762.2,14,8.7,8,102,52,,No,Yes,No,No,No,,,
2021-11-04,10:35:00,Site #1 - East Boat Launch,15.6,Rain,NW,5-10,754,9.8,8.9,6.8,98,49,,No,Yes,No,No,No,,Lake is filling back up. Dolichospermum noted in protocol sample in very small amounts. Abundance slide showed 1 cell out of 64. Not elevated at this time.,
2021-05-27,13:50:00,Site #2 - Heritage Boat Launch,16,Sunny,,0-5,,17.4,8.7,6,,54,,No,No,No,No,No,,I think I forgot to submit this last week.,
2021-05-27,17:00:00,Site #3 - Lacamas Shores Boat Launch,14,Partly Cloudy,N,0-5,759.5,16,8.8,10,116,57,,No,No,No,No,No,,,
2021-10-28,11:00:00,Site #1 - East Boat Launch,15.8,Rain,SE,0-5,765,12.8,8.4,5.8,114,57,,No,Yes,No,No,No,,Dolichespurmum noted in protocol sample. 5 cells out of 64 on abundance slide. Not elevated at this time.,
2021-06-03,14:45:00,Site #2 - Heritage Boat Launch,26,Sunny,,0-5,,23.7,9.4,6.7,,65,,No,No,No,No,No,,Found a lot of really cool things in the concentrated sample with the next.,
2021-06-03,15:05:00,Site #3 - Lacamas Shores Boat Launch,28.9,Sunny,,0-5,,24,9.7,8.8,,66,,No,No,No,No,No,,Found a lot of cool things in the concentrated sample.,
2025-08-21,11:15:00,Site #3 - Lacamas Shores Boat Launch,22,Sunny,NW,0-5,760.9,22.9,8.1,6.1,125.7,62.9,0.06,No,Yes,Yes,No,No,No,Water depth 3.75'. Secchi visible on bottom,
2025-08-21,16:00:00,Site #4 - Round Lake,31.7,Sunny,W,0-5,757.3,24.4,7.8,5.9,127.6,63.7,0.06,Yes,Yes,No,Yes,No,Yes,Water level still high.  No other cyanos,
2025-08-21,12:30:00,Site #5 - Fallen Leaf Lake,26.1,Sunny,N,0-5,765.5,25.5,8.3,6.8,91.4,45.7,0.04,No,No,No,No,No,No,"Water clear, still high.",
2021-10-21,9:50:00,Site #1 - East Boat Launch,16.6,Mostly Cloudy,SE,5-10,757,11.6,8.9,4.8,120,60,,No,Yes,No,No,No,,Dolichospermum noted in protocol sample. Abundance slide showed 7 out of 64 cells with Dolichospermum. Not elevated at this time.,
2025-08-28,11:25:00,Site #2 - Heritage Boat Launch,25.5,Partly Cloudy,W,0-5,758,25.1,8,7.5,131.1,65.6,0.06,No,Yes,No,No,No,No,"Secchi 210 cm. Coelastru, Eudorina & Pediastrum noted",
2025-08-28,11:45:00,Site #3 - Lacamas Shores Boat Launch,24,Partly Cloudy,NW,0-5,756.5,26.1,8,6.2,127.5,63.8,0.06,Yes,Yes,Yes,No,No,No,Secchi 3.75'. Lake bottome @ 4.25',
2025-08-28,13:40:00,Site #4 - Round Lake,30,Partly Cloudy,W,0-5,767.3,25.9,6.9,12,126.6,63.3,0.07,No,No,Yes,No,No,No,2 Small Dolico noted. Microplastic noted,
2025-08-28,12:15:00,Site #5 - Fallen Leaf Lake,29.1,Partly Cloudy,No wind,0-5,762.2,27,9.1,7.2,93.1,46.5,0.04,No,No,Yes,No,No,No,Cilates & Other zooplanktons.,
2021-10-14,10:15:00,Site #1 - East Boat Launch,16.1,Rain,W,0-5,768,12.6,8.6,5.4,124,62,,No,Yes,No,No,No,,Dolichospermum found in protocol sample. 9 cells out of 64 on abundance slide. Not elevated at this time.,
2025-09-03,11:30:00,Site #3 - Lacamas Shores Boat Launch,23,Partly Cloudy,E,0-5,756.8,24.6,7.7,6.5,127.9,64,0.06,Yes,Yes,Yes,No,No,Yes,secchi visible at bottom @ 4',
2025-09-04,12:43:00,Site #4 - Round Lake,26.1,Mostly Cloudy,None,0-5,753.6,24.4,7.9,6.8,128.3,64,0.06,No,Yes,No,No,No,No,High water. No commens.,
2025-09-03,12:44:00,Site #5 - Fallen Leaf Lake,24.3,Mostly Cloudy,SW,0-5,754,22.3,7.6,6.8,129.6,66.3,0.04,No,Yes,No,Yes,No,No,"Water clear, Trawl had elevated Dolico",
2021-10-07,12:00:00,Site #1 - East Boat Launch,14.7,Mostly Cloudy,W,0-5,765,14.7,9.1,5.4,128,64,,No,Yes,No,No,No,,Dolichospermum noted in test sample. Abundance slide showed negative at this time. (5 cells out of 64).,
2025-09-11,11:10:00,Site #3 - Lacamas Shores Boat Launch,17,Cloudy,W,0-5,757.1,22.1,7.8,6,129.2,64.7,0.06,Yes,Yes,Yes,Yes,Yes,No,Secchi visible at bottom at 4.3'. Vovox noted.,
2025-09-11,16:30:00,Site #4 - Round Lake,20,Mostly Cloudy,None,0-5,758.2,21.6,7.7,5.4,133,66.5,0.06,No,Yes,No,Yes,No,Yes,No Ciliates. No comments,
2025-09-11,12:30:00,Site #5 - Fallen Leaf Lake,10.9,Cloudy,NW,0-5,764,22.2,8.2,5,94,47,0.04,No,Yes,No,Yes,No,No,No scum. Small ripples.,
2021-09-30,14:55:00,Site #1 - East Boat Launch,17.5,Rain,NW,0-5,767,16.8,8.5,4.6,134,67,,No,Yes,No,No,No,,Low water level. Dolichospermum noted in protocol sample. Not elevated at this time. 12 cells out of 64 on abundance slide.,
2025-09-18,14:20:00,Site #2 - Heritage Boat Launch,22.2,Sunny,NE,0-5,757,20.9,7.8,7.4,136.7,68.3,0.06,Yes,Yes,No,No,No,No,Secchi 110cm. Other cyanos noted,
2025-09-18,12:20:00,Site #3 - Lacamas Shores Boat Launch,18,Partly Cloudy,NE,0-5,757.1,22.3,7.9,7.1,133.1,66.5,0.06,Yes,Yes,No,Yes,No,Yes,Water level dropped =dam is open. No secchi. No trawl,
2025-09-18,13:40:00,Site #5 - Fallen Leaf Lake,27,Sunny,N,0-5,765,28.7,8.2,7.5,92.5,46.4,0.04,No,Yes,,No,No,No,Ciliates. No trawl,
2021-09-23,15:05:00,Site #1 - East Boat Launch,21.8,Sunny,W,5-10,766.8,22,8.7,4.4,148,74,,No,Yes,No,No,No,,"Dolichospermum noted in small numbers. Not elevated at this time, located in 9 out of 64 cells on abundance slide. Lake water low due to seasonal draining.",
2025-09-25,13:30:00,Site #2 - Heritage Boat Launch,21.1,Sunny,N,0-5,762,20.4,7.6,7.4,136.1,68.8,0.06,Yes,Yes,No,No,No,No,"Secchi 140cm, Level down from dam repair, diatoms, Dinoflag, other cyanos",
2025-09-25,16:20:00,Site #3 - Lacamas Shores Boat Launch,22,Partly Cloudy,NW,5-10,759,21.6,8.3,7.1,130.2,66.7,0.07,No,Yes,No,Yes,No,No,Water low. No secchi. No trawl.,
2025-09-26,12:15:00,Site #5 - Fallen Leaf Lake,24.2,Sunny,NW,0-5,760.2,24.2,7.7,7.5,93.2,46.6,0.05,No,Yes,No,No,Yes,Yes,"Trawl-Dolico, Aph, Flag, Wor, Ciliates, Micro,",
2025-10-02,12:00:00,Site #2 - Heritage Boat Launch,16.1,Mostly Cloudy,W,0-5,759,18.1,7.3,5.4,139,69.7,0.06,No,Yes,No,No,No,Yes,Secchi 120cm. Level down by 3meters.Diatoms in protocol.,
2026-03-26,12:00:00,Site #6 - Vancouver Lake Rowing Club,14.7,Sunny,S,0-5,775,10.9,8.71,11.5,142.6,70.6,0.07,No,No,No,No,No,No,A few centric diatoms and chain diatoms,67
2026-03-26,13:05:00,Site #2 - Heritage Boat Launch,12.2,Sunny,N,0-5,772,11.4,7.69,10.5,34.4,68.6,0.02,No,No,No,No,No,No,,75
2026-03-27,18:30:00,Site #3 - Lacamas Shores Boat Launch,16,Partly Cloudy,NW,0-5,757.5,11.8,7.42,9.7,70.5,35.2,0.03,No,No,No,No,No,No,"Asterallia present in surface sample

Secchi disk visible at bottom of lake",60.96
2026-04-02,11:30:00,Site #6 - Vancouver Lake Rowing Club,9,Cloudy,S,0-5,764.5,10.9,8.91,11.3,150,74.5,0.07,No,No,No,No,No,No,,70
2026-04-09,11:00:00,Site #6 - Vancouver Lake Rowing Club,16.1,Sunny,W,0-5,76.2,-16.4,8.29,9.2,161.2,8.6,,No,No,No,No,No,No,,
2026-04-09,11:16:00,Site #6 - Vancouver Lake Rowing Club,15,Sunny,N,0-5,761.6,15,8.22,8.9,169.7,84.9,0.08,No,No,No,No,No,No,,150
2026-04-09,13:00:00,Site #8 - Vancouver Lake Felida Moorage,19.4,Sunny,W,0-5,758.2,14.8,8.16,8.8,164.1,82.1,0.08,No,No,No,No,No,No,"centric, pennate diatoms present
other zooplankton present",80
2026-04-09,11:25:00,Site #2 - Heritage Boat Launch,15,Sunny,N,0-5,758,14.9,9.16,13.3,80.2,40.2,0.03,No,No,No,No,No,No,,140
2026-04-09,17:00:00,Site #3 - Lacamas Shores Boat Launch,22,Sunny,NE,0-5,752.4,18.9,8.89,9.6,83.8,41.6,0.04,No,Yes,No,No,No,No,,30.48
2026-04-15,10:00:00,Site #6 - Vancouver Lake Rowing Club,8,Mostly Cloudy,SE,5-10,759.5,13.2,8.32,9.1,159.4,79.7,0.08,No,No,No,No,No,No,,130
2026-04-16,11:00:00,Site #7 - Vancouver Lake Sailing Club,7,Partly Cloudy,SW,0-5,769,13.5,8.62,9.3,154.9,77.5,0.07,No,No,No,No,No,No,Diatoms ,50
2026-04-16,12:45:00,Site #3 - Lacamas Shores Boat Launch,8,Partly Cloudy,NE,0-5,764.3,13.8,8.34,8.6,84.3,42.4,0.04,No,No,No,No,No,No,,60.96
2026-04-16,11:40:00,Site #8 - Vancouver Lake Felida Moorage,9,Sunny,S,0-5,765,11.7,7.75,9.9,146.6,73.3,0.06,No,No,No,No,No,No,,59.99
2026-04-22,10:15:00,Site #6 - Vancouver Lake Rowing Club,11,Rain,N,0-5,762.5,14.3,8.25,9.1,159.9,80,0.08,No,No,No,No,No,No,"lots and lots of diatoms, green algae, and fun critters",190
2026-04-23,11:00:00,Site #7 - Vancouver Lake Sailing Club,11.6,Partly Cloudy,SW,0-5,762,11.4,8.44,8.9,157.2,78.4,0.07,No,No,No,No,No,No,,100
2026-04-23,11:00:00,Site #8 - Vancouver Lake Felida Moorage,11.1,Cloudy,S,0-5,764,13.3,7.71,9.9,145.2,72.6,0.07,No,No,No,No,No,No,,78
2026-04-23,17:40:00,Site #3 - Lacamas Shores Boat Launch,14,Cloudy,SW,0-5,759.8,14.4,8.25,9.7,82.6,41.4,0.03,No,No,No,No,No,No,,76.2
2026-04-29,10:15:00,Site #6 - Vancouver Lake Rowing Club,12,Sunny,N,0-5,768,15.4,8.95,9.3,160,80,0.08,No,No,No,No,No,No,,90
2026-04-30,23:54:00,Site #8 - Vancouver Lake Felida Moorage,21,Partly Cloudy,No Wind,0-5,760,15.6,8.31,110,166.5,83.3,0.08,No,No,No,No,No,No,Diatoms present,75
2026-05-01,15:45:00,Site #3 - Lacamas Shores Boat Launch,20,Partly Cloudy,NW,0-5,755.1,19.2,8.77,10.5,83.8,42,0.04,No,No,No,No,No,No,Asterallia present in both surface and trawl samples (elevated in trawl sample).,91.44
2021-09-16,13:18:00,Site #1 - East Boat Launch,20.9,Sunny,S,0-5,762,21.2,8.8,3.6,148,75,,Yes,Yes,No,No,No,,Lake is being drained. Approx 3-4 ft lower. Dolichospermum and Aphanizomenon noted. Abundance slide showed negative.,
2021-09-09,14:05:00,Site #1 - East Boat Launch,26.6,Mostly Cloudy,W,0-5,760,26.2,8.8,5.1,156,79,,No,Yes,No,No,No,,Dolichospermum identified in Protocol sample. Abundance slide not warranted.,
2026-05-07,11:15:00,Site #6 - Vancouver Lake Rowing Club,14.4,Partly Cloudy,SE,0-5,30.1,18.8,7.9,7.9,166.6,83.3,,No,No,No,No,No,No,,
2026-05-07,11:30:00,Site #8 - Vancouver Lake Felida Moorage,13,Sunny,N,0-5,764.2,18.4,7.69,81,1745,87.5,0.08,No,No,No,No,No,No,,65
2026-05-08,13:50:00,Site #3 - Lacamas Shores Boat Launch,16,Partly Cloudy,N,0-5,760.8,18.6,8.45,10,90.6,45.2,0.04,No,No,No,No,No,No,Asterallia and Fragillaria present in surface and trawl samples. One instance of Microcystis in the trawl sample.,76.2
2021-09-02,14:41:00,Site #1 - East Boat Launch,28.9,Sunny,W,5-10,761,24.8,8.7,5.4,150,75,,No,Yes,No,No,No,,Dolichospermum identified in protocol sample. Abundance slide showed negative for elevated.,
2026-05-13,23:30:00,Site #8 - Vancouver Lake Felida Moorage,54,Cloudy,SW,10-15,763.5,19.2,8.1,9.2,76.5,88.2,0.08,No,No,No,No,No,No,,50
2026-05-14,11:15:00,Site #6 - Vancouver Lake Rowing Club,15.5,Partly Cloudy,NE,0-5,762.7,18.8,8.43,8.7,167.7,84,0.08,No,No,Yes,No,No,No,"In our Protocol sample, we found Centric Diatoms and Pannate Diatoms. In the trolling sample, we also found green algae Microcytus and Dochliospirillum.


",
2021-08-26,13:55:00,Site #1 - East Boat Launch,23.1,Partly Cloudy,SE,0-5,760,22.8,8.63,7.3,148,74,,No,Yes,Yes,No,No,,Dolichospermum and Microcystis identified in protocol sample. Abundance slide showed negative.,
2026-05-15,17:15:00,Site #3 - Lacamas Shores Boat Launch,12,Cloudy,W,0-5,760.3,17.6,9.1,10.5,93.6,46.8,0.04,No,No,No,No,No,No,Two instances of Dolichospermum in the trawl sample,76.2
2026-05-14,11:30:00,Site #7 - Vancouver Lake Sailing Club,15,Mostly Cloudy,NE,5-10,766.5,19.8,8.25,7.3,167.9,84,0.07,No,No,No,No,No,No,,40
2026-05-21,10:45:00,Site #8 - Vancouver Lake Felida Moorage,19,Sunny,N,5-10,764.6,17.9,8.29,84.2,170,85,0.08,No,No,No,No,No,No,,50
2021-08-19,14:00:00,Site #1 - East Boat Launch,24,Partly Cloudy,N,0-5,763,25.8,9.1,7.7,154,77,,No,Yes,No,No,No,,Sample showed Dolichospermum in low numbers. No abundance slide necessary.,
2026-05-21,18:00:00,Site #3 - Lacamas Shores Boat Launch,24,Sunny,W,5-10,755,20.6,8.97,10.1,95.3,47.6,0.04,No,Yes,No,No,No,No,,45.72
2026-05-21,11:10:00,Site #7 - Vancouver Lake Sailing Club,20,Sunny,W,5-10,763.3,19.6,7.74,7.8,164,83.6,0.08,No,No,No,No,No,No,DOLCHIO IN TRWL SAMPLE,43
2026-05-20,11:30:00,Site #8 - Vancouver Lake Felida Moorage,13.8,Cloudy,NW,0-5,764.2,16.3,7.93,9.1,1.2,6.4,0.08,No,No,No,No,No,No,,25
2026-05-27,11:10:00,Site #8 - Vancouver Lake Felida Moorage,15.5,Sunny,W,5-10,757.8,18.6,8.1,9.2,178.1,89,0.08,No,No,No,No,No,No,,35
2026-05-28,11:10:00,Site #7 - Vancouver Lake Sailing Club,20,Sunny,W,0-5,756.4,21.6,7.53,7.5,,,0.08,No,Yes,Yes,No,No,No,SIGNS OF THE GREEN STREAKS ON THE SURFACE,38
2026-05-28,13:56:00,Site #2 - Heritage Boat Launch,25.6,Partly Cloudy,N,0-5,752,22.7,8.85,10.3,96.4,48.5,0.04,No,No,No,No,No,No,,160
2021-08-12,13:11:00,Site #1 - East Boat Launch,32.9,Sunny,W,5-10,759.1,29.8,8.48,6.6,160,80,,No,No,No,No,No,,No scum present,
